Study,site,lat,lon,plant_sp,lipid,tot_visits,Fruit_Diet,Bird_genus,rank_Phyl,Plant_familiy,Bird_Family,Bird_Order,Plant_genus,visits,BodyMass,phylo,Phylo_name
25,21,-22.8213,-47.113,Ficus_luschnatiana,4.64,208,53,Turdus,21,Moraceae,Turdidae,Passeriformes,Ficus,30,69.1,Turdus_subalaris,Ficus_insipida
25,21,-22.8213,-47.113,Ficus_luschnatiana,4.64,208,56.66666667,Dacnis,25,Moraceae,Thraupidae,Passeriformes,Ficus,28,13,Dacnis_nigripes,Ficus_insipida
25,21,-22.8213,-47.113,Ficus_luschnatiana,4.64,208,71.42857143,Thraupis,25,Moraceae,Thraupidae,Passeriformes,Ficus,63,32.49,Thraupis_palmarum,Ficus_insipida
25,21,-22.8213,-47.113,Ficus_luschnatiana,4.64,208,75.83333333,Tangara,25,Moraceae,Thraupidae,Passeriformes,Ficus,16,18,Tangara_seledon,Ficus_insipida
25,21,-22.8213,-47.113,Ficus_luschnatiana,4.64,208,91.11111111,Euphonia,23,Moraceae,Fringilllidae,Passeriformes,Ficus,14,11,Euphonia_chlorotica,Ficus_insipida
25,21,-22.8213,-47.113,Ixora_venulosa,5.5,7,24,Saltator,25,Rubiaceae,Thraupidae,Passeriformes,Ixora,1,43.3,Saltator_similis,Ixora_venulosa
25,21,-22.8213,-47.113,Ixora_venulosa,5.5,7,53,Turdus,21,Rubiaceae,Turdidae,Passeriformes,Ixora,1,57.9,Turdus_subalaris,Ixora_venulosa
25,21,-22.8213,-47.113,Ixora_venulosa,5.5,7,60,Chiroxiphia,13,Rubiaceae,Pipridae,Passeriformes,Ixora,2,25.6,Chiroxiphia_pareola,Ixora_venulosa
25,21,-22.8213,-47.113,Ixora_venulosa,5.5,7,90,Manacus,13,Rubiaceae,Pipridae,Passeriformes,Ixora,3,16.7,Manacus_manacus,Ixora_venulosa
25,21,-22.8213,-47.113,Protium_heptaphyllum,3,16,24,Saltator,25,Burseraceae,Thraupidae,Passeriformes,Protium,6,43.3,Saltator_similis,Protium_heptaphyllum
25,21,-22.8213,-47.113,Protium_heptaphyllum,3,16,33.33333333,Tachyphonus,25,Burseraceae,Thraupidae,Passeriformes,Protium,1,29.3,Tachyphonus_rufus,Protium_heptaphyllum
25,21,-22.8213,-47.113,Protium_heptaphyllum,3,16,53,Turdus,21,Burseraceae,Turdidae,Passeriformes,Protium,2,69.44,Turdus_subalaris,Protium_heptaphyllum
25,21,-22.8213,-47.113,Protium_heptaphyllum,3,16,60,Chiroxiphia,13,Burseraceae,Pipridae,Passeriformes,Protium,1,25.6,Chiroxiphia_pareola,Protium_heptaphyllum
25,21,-22.8213,-47.113,Protium_heptaphyllum,3,16,90,Manacus,13,Burseraceae,Pipridae,Passeriformes,Protium,6,16.7,Manacus_manacus,Protium_heptaphyllum
25,21,-22.8213,-47.113,Trema_micrantha,48.76,41,24,Saltator,25,Ulmaceae,Thraupidae,Passeriformes,Trema,5,43.3,Saltator_similis,Trema_micrantha
25,21,-22.8213,-47.113,Trema_micrantha,48.76,41,26.66666667,Vireo,18,Ulmaceae,Vireonidae,Passeriformes,Trema,2,16.06,Vireo_philadelphicus,Trema_micrantha
25,21,-22.8213,-47.113,Trema_micrantha,48.76,41,33.33333333,Tachyphonus,25,Ulmaceae,Thraupidae,Passeriformes,Trema,7,29.3,Tachyphonus_rufus,Trema_micrantha
25,21,-22.8213,-47.113,Trema_micrantha,48.76,41,60,Chiroxiphia,13,Ulmaceae,Pipridae,Passeriformes,Trema,14,25.6,Chiroxiphia_pareola,Trema_micrantha
25,21,-22.8213,-47.113,Trema_micrantha,48.76,41,90,Manacus,13,Ulmaceae,Pipridae,Passeriformes,Trema,13,16.7,Manacus_manacus,Trema_micrantha
25,21,-22.8213,-47.113,Trichilia_clausenii,69.55,19,0,Cyclarhis,18,Meliaceae,Vireonidae,Passeriformes,Trichilia,1,28.8,Cyclarhis_gujanensis,Trichilia_pallida
25,21,-22.8213,-47.113,Trichilia_clausenii,69.55,19,20,Trichothraupis,25,Meliaceae,Thraupidae,Passeriformes,Trichilia,1,22.58,Trichothraupis_melanops,Trichilia_pallida
25,21,-22.8213,-47.113,Trichilia_clausenii,69.55,19,24,Saltator,25,Meliaceae,Thraupidae,Passeriformes,Trichilia,2,43.3,Saltator_similis,Trichilia_pallida
25,21,-22.8213,-47.113,Trichilia_clausenii,69.55,19,26.66666667,Vireo,18,Meliaceae,Vireonidae,Passeriformes,Trichilia,10,16.06,Vireo_philadelphicus,Trichilia_pallida
25,21,-22.8213,-47.113,Trichilia_clausenii,69.55,19,33.33333333,Tachyphonus,25,Meliaceae,Thraupidae,Passeriformes,Trichilia,3,29.3,Tachyphonus_rufus,Trichilia_pallida
25,21,-22.8213,-47.113,Trichilia_clausenii,69.55,19,60,Chiroxiphia,13,Meliaceae,Pipridae,Passeriformes,Trichilia,2,25.6,Chiroxiphia_pareola,Trichilia_pallida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Coereba,25,Moraceae,Thraupidae,Passeriformes,Ficus,4,10.01,Coereba_flaveola,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Columba,3,Moraceae,Columbidae,Columbiformes,Ficus,3,354.2,Columba_livia,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Columbina,3,Moraceae,Columbidae,Columbiformes,Ficus,17,46.04,Columbina_talpacoti,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Machetornis,16,Moraceae,Tyrannidae,Passeriformes,Ficus,2,29.6,Machetornis_rixosa,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Mimus,20,Moraceae,Mimidae,Passeriformes,Ficus,3,63.7,Mimus_saturninus,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Nemosia,25,Moraceae,Thraupidae,Passeriformes,Ficus,6,16,Nemosia_pileata,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Passer,22,Moraceae,Passeridae,Passeriformes,Ficus,14,26.51,Passer_domesticus,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,0,Zonotrichia,27,Moraceae,Emberezidae,Passeriformes,Ficus,35,20.31,Zonotrichia_capensis,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,5,Colaptes,7,Moraceae,Picidae,Piciformes,Ficus,1,127.27,Colaptes_melanochloros,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,10,Dryocopus,7,Moraceae,Picidae,Piciformes,Ficus,1,183.19,Dryocopus_lineatus,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,10,Megarhynchus,16,Moraceae,Tyrannidae,Passeriformes,Ficus,14,69.91,Megarynchus_pitangua,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,10,Tyrannus,16,Moraceae,Tyrannidae,Passeriformes,Ficus,19,34.65,Tyrannus_savana,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,15,Piranga,24,Moraceae,Cardinalidae,Passeriformes,Ficus,3,37.7,Piranga_rubra,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,26.66666667,Vireo,18,Moraceae,Vireonidae,Passeriformes,Ficus,6,16.06,Vireo_philadelphicus,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,30,Myiodynastes,16,Moraceae,Tyrannidae,Passeriformes,Ficus,6,43.2,Myiodynastes_luteiventris,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,30,Pitangus,16,Moraceae,Tyrannidae,Passeriformes,Ficus,35,62.85,Pitangus_sulphuratus,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,32,Cyanocorax,17,Moraceae,Corvidae,Passeriformes,Ficus,2,178,Cyanocorax_morio,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,38,Myiozetetes,16,Moraceae,Tyrannidae,Passeriformes,Ficus,18,28,Myiozetetes_similis,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,40,Empidonomus,16,Moraceae,Tyrannidae,Passeriformes,Ficus,5,27.1,Empidonomus_varius,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,47.5,Elaenia,16,Moraceae,Tyrannidae,Passeriformes,Ficus,6,24.8,Elaenia_flavogaster,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,50,Ramphocelus,25,Moraceae,Thraupidae,Passeriformes,Ficus,2,25.92,Ramphocelus_passerinii,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,53,Turdus,21,Moraceae,Turdidae,Passeriformes,Ficus,176,58.83333333,Turdus_subalaris,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,56.66666667,Dacnis,25,Moraceae,Thraupidae,Passeriformes,Ficus,9,13,Dacnis_nigripes,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,64,Patagioenas,3,Moraceae,Columbidae,Columbiformes,Ficus,4,279,Patagioenas_speciosa,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,70,Tersina,25,Moraceae,Thraupidae,Passeriformes,Ficus,15,29,Tersina_viridis,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,71.42857143,Thraupis,25,Moraceae,Thraupidae,Passeriformes,Ficus,126,32.49,Thraupis_palmarum,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,75.83333333,Tangara,25,Moraceae,Thraupidae,Passeriformes,Ficus,61,18,Tangara_seledon,Ficus_insipida
26,22,-21.9841,-47.88,Ficus_microcarpa,4.64,600,91.11111111,Euphonia,23,Moraceae,Fringilllidae,Passeriformes,Ficus,7,11,Euphonia_chlorotica,Ficus_insipida
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,0,Mimus,20,Fabaceae,Mimidae,Passeriformes,Copaifera,1,63.7,Mimus_saturninus,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,0,Serpophaga,16,Fabaceae,Tyrannidae,Passeriformes,Copaifera,7,6.6,Serpophaga_subcristata,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,30,Pitangus,16,Fabaceae,Tyrannidae,Passeriformes,Copaifera,25,62.85,Pitangus_sulphuratus,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,31.66666667,Myiarchus,16,Fabaceae,Tyrannidae,Passeriformes,Copaifera,3,35.45,Myiarchus_tyrannulus,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,38,Myiozetetes,16,Fabaceae,Tyrannidae,Passeriformes,Copaifera,3,28,Myiozetetes_similis,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,47.5,Elaenia,16,Fabaceae,Tyrannidae,Passeriformes,Copaifera,14,24.35,Elaenia_flavogaster,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,50,Schistochlamys,25,Fabaceae,Thraupidae,Passeriformes,Copaifera,7,31.2,Schistochlamys_melanopis,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,53,Turdus,21,Fabaceae,Turdidae,Passeriformes,Copaifera,57,65.48,Turdus_subalaris,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,71.42857143,Thraupis,25,Fabaceae,Thraupidae,Passeriformes,Copaifera,12,32.49,Thraupis_palmarum,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Copaifera_langsdorffii,3,130,75.83333333,Tangara,25,Fabaceae,Thraupidae,Passeriformes,Copaifera,1,18,Tangara_seledon,Copaifera_langsdorffii
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,0,Mimus,20,Melastomataceae,Mimidae,Passeriformes,Miconia,19,63.7,Mimus_saturninus,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,0,Sporophila,27,Melastomataceae,Emberezidae,Passeriformes,Miconia,34,9.6,Sporophila_nigricollis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,0,Zonotrichia,27,Melastomataceae,Emberezidae,Passeriformes,Miconia,21,20.31,Zonotrichia_capensis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,10,Tyrannus,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,18,35.46666667,Tyrannus_savana,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,20,Saltatriculla,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,1,53.8,Saltator_atricollis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,20,Volantina,27,Melastomataceae,Emberezidae,Passeriformes,Miconia,19,11.1,Volatinia_jacarina,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,30,Myiodynastes,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,8,43.2,Myiodynastes_luteiventris,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,30,Pitangus,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,9,62.85,Pitangus_sulphuratus,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,32,Cyanocorax,17,Melastomataceae,Corvidae,Passeriformes,Miconia,3,178,Cyanocorax_morio,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,47.5,Elaenia,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,3,18.95,Elaenia_flavogaster,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,50,Schistochlamys,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,2,31.2,Schistochlamys_melanopis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,53,Turdus,21,Melastomataceae,Turdidae,Passeriformes,Miconia,9,69.1,Turdus_subalaris,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,64,Patagioenas,3,Melastomataceae,Columbidae,Columbiformes,Miconia,24,229,Patagioenas_speciosa,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,71.42857143,Thraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,33,32.49,Thraupis_palmarum,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_albicans,3.255,212,75.83333333,Tangara,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,6,18,Tangara_seledon,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,0,Hemitriccus,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,2,8.4,Hemitriccus_margaritaceiventer,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,0,Mimus,20,Melastomataceae,Mimidae,Passeriformes,Miconia,15,63.7,Mimus_saturninus,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,0,Zonotrichia,27,Melastomataceae,Emberezidae,Passeriformes,Miconia,4,20.31,Zonotrichia_capensis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,20,Trichothraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,1,22.58,Trichothraupis_melanops,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,25,Coryphospingus,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,9,15,Coryphospingus_pileatus,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,30,Pitangus,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,15,62.85,Pitangus_sulphuratus,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,32,Cyanocorax,17,Melastomataceae,Corvidae,Passeriformes,Miconia,3,166,Cyanocorax_morio,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,33.33333333,Tachyphonus,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,1,29.3,Tachyphonus_rufus,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,38,Myiozetetes,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,1,28,Myiozetetes_similis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,47.5,Elaenia,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,58,18.95,Elaenia_flavogaster,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,50,Ramphocelus,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,4,25.92,Ramphocelus_passerinii,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,50,Schistochlamys,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,12,31.2,Schistochlamys_melanopis,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,53,Turdus,21,Melastomataceae,Turdidae,Passeriformes,Miconia,20,63.5,Turdus_subalaris,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,56.66666667,Dacnis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,15,13,Dacnis_nigripes,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,71.42857143,Thraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,14,35.745,Thraupis_palmarum,Miconia_albicans
28,23,-21.96666667,-47.86666667,Miconia_ligustroides,3.255,209,75.83333333,Tangara,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,35,18,Tangara_seledon,Miconia_albicans
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,0,Hemitriccus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,1,8.4,Hemitriccus_margaritaceiventer,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,26.66666667,Vireo,18,Primulaceae,Vireonidae,Passeriformes,Myrsine,3,16.06,Vireo_philadelphicus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,31.66666667,Myiarchus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,1,27.5,Myiarchus_tyrannulus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,32,Cyanocorax,17,Primulaceae,Corvidae,Passeriformes,Myrsine,1,178,Cyanocorax_morio,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,33.33333333,Tachyphonus,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,29.3,Tachyphonus_rufus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,47.5,Elaenia,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,5,24.8,Elaenia_flavogaster,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,50,Ramphocelus,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,25.92,Ramphocelus_passerinii,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,53,Turdus,21,Primulaceae,Turdidae,Passeriformes,Myrsine,4,57.9,Turdus_subalaris,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,56.66666667,Dacnis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,6,13,Dacnis_nigripes,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,70,Tersina,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,29,Tersina_viridis,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,25,71.42857143,Thraupis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,32.49,Thraupis_palmarum,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,0,Nemosia,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,16,Nemosia_pileata,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,5,Colaptes,7,Primulaceae,Picidae,Piciformes,Myrsine,7,127.27,Colaptes_melanochloros,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,10,Megarhynchus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,2,69.91,Megarynchus_pitangua,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,10,Tyrannus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,12,37.4,Tyrannus_savana,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,26.66666667,Vireo,18,Primulaceae,Vireonidae,Passeriformes,Myrsine,1,16.06,Vireo_philadelphicus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,30,Myiodynastes,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,3,43.2,Myiodynastes_luteiventris,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,47.5,Elaenia,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,133,18.95,Elaenia_flavogaster,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,53,Turdus,21,Primulaceae,Turdidae,Passeriformes,Myrsine,27,69.1,Turdus_subalaris,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,60,Antilophia,13,Primulaceae,Pipridae,Passeriformes,Myrsine,8,21.48,Antilophia_galeata,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,71.42857143,Thraupis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,5,32.49,Thraupis_palmarum,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_lancifolia,9.93,202,75.83333333,Tangara,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,3,18,Tangara_seledon,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,5,Colaptes,7,Primulaceae,Picidae,Piciformes,Myrsine,15,127.27,Colaptes_melanochloros,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,10,Tyrannus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,5,34.65,Tyrannus_savana,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,23.33333333,Pachyramphus,14,Primulaceae,Tityridae,Passeriformes,Myrsine,1,43,Pachyramphus_viridis,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,26.66666667,Vireo,18,Primulaceae,Vireonidae,Passeriformes,Myrsine,52,16.06,Vireo_philadelphicus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,30,Pitangus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,4,62.85,Pitangus_sulphuratus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,31.66666667,Myiarchus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,1,27.5,Myiarchus_tyrannulus,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,38,Myiozetetes,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,2,28,Myiozetetes_similis,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,40,Empidonomus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,3,27.1,Empidonomus_varius,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,47.5,Elaenia,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,78,20.425,Elaenia_flavogaster,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,50,Ramphocelus,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,25.92,Ramphocelus_passerinii,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,53,Turdus,21,Primulaceae,Turdidae,Passeriformes,Myrsine,138,65.48,Turdus_subalaris,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,56.66666667,Dacnis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,20,13,Dacnis_nigripes,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,60,Antilophia,13,Primulaceae,Pipridae,Passeriformes,Myrsine,1,21.48,Antilophia_galeata,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,60,Chiroxiphia,13,Primulaceae,Pipridae,Passeriformes,Myrsine,2,25.6,Chiroxiphia_pareola,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,70,Tersina,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,1,29,Tersina_viridis,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,71.42857143,Thraupis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,6,32.49,Thraupis_palmarum,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Myrsine_umbellata,9.93,345,75.83333333,Tangara,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,15,18,Tangara_seledon,Myrsine_guianensis
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,0,Mimus,20,Lauraceae,Mimidae,Passeriformes,Nectandra,53,63.7,Mimus_saturninus,Nectandra_megapotamica
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,10,Tyrannus,16,Lauraceae,Tyrannidae,Passeriformes,Nectandra,62,34.65,Tyrannus_savana,Nectandra_megapotamica
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,30,Myiodynastes,16,Lauraceae,Tyrannidae,Passeriformes,Nectandra,3,43.2,Myiodynastes_luteiventris,Nectandra_megapotamica
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,30,Pitangus,16,Lauraceae,Tyrannidae,Passeriformes,Nectandra,53,62.85,Pitangus_sulphuratus,Nectandra_megapotamica
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,31.66666667,Myiarchus,16,Lauraceae,Tyrannidae,Passeriformes,Nectandra,18,35.45,Myiarchus_tyrannulus,Nectandra_megapotamica
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,38,Myiozetetes,16,Lauraceae,Tyrannidae,Passeriformes,Nectandra,9,28,Myiozetetes_similis,Nectandra_megapotamica
28,23,-21.96666667,-47.86666667,Ocotea_pulchella,33.2,411,40,Empidonomus,16,Lauraceae,Tyrannidae,Passeriformes,Nectandra,1,27.1,Empidonomus_varius,Nectandra_megapotamica
